1,600.92,523.92,580.92
2,601.2,524.2,581.2
3,601.51,524.51,581.51
4,601.94,524.94,581.94
5,602.21,525.21,582.21
6,602.66,525.66,582.66
7,602.93,525.93,582.93
8,603.16,526.16,583.16
9,603.41,526.41,583.41
10,603.67,526.67,583.67
11,603.8,526.8,583.8
12,604.11,527.11,584.11
